mahalle,brut_alan_m2,net_alan_m2,oda_sayisi,bina_kat_sayisi,dairenin_bulundugu_kat,bina_yas,isitma_turu,banyo_sayisi,balkon,asansor,otopark,esya_durumu,site_icinde,sahibi,aidat,depozito,fiyat
Kızılarık Mh.,140.0,120.0,3+1,5.0,2,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,0,1,250,20000,20000.0
Fener Mah.,170.0,160.0,3+1,9.0,2,21-25 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,2300,30000,28000.0
Kışla Mh.,80.0,70.0,2+1,3.0,1,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,0,14000.0
Güvenlik Mh.,65.0,60.0,1+1,6.0,1,5-10 arası,Kombi (Doğalgaz),1.0,0,0,Yok,1,0,0,0,0,14250.0
Balbey Mah.,65.0,55.0,1+1,4.0,3,21-25 arası,Klima,1.0,0,1,Yok,1,0,0,150,14500,14500.0
Deniz Mah.,170.0,160.0,3+1,5.0,3,0,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,0,1,0,1200,35000,35000.0
Güvenlik Mh.,110.0,100.0,2+1,3.0,2,26-30 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,12500,12500.0
Şirinyalı Mh.,165.0,160.0,3+1,9.0,1,11-15 arası,Yok,2.0,1,1,Açık Otopark,0,1,0,2000,23000,23000.0
Deniz Mah.,85.0,80.0,2+1,6.0,2,31 ve üzeri,Klima,1.0,1,1,Yok,1,0,0,0,0,25250.0
Güzeloba Mh.,120.0,100.0,2+1,7.0,5,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,0,15000,17000.0
Ermenek Mah.,60.0,55.0,1+1,4.0,Giriş Katı,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Yok,1,0,0,0,0,17800.0
Güzeloba Mh.,85.0,80.0,2+1,2.0,1,5-10 arası,Klima,1.0,1,0,Yok,0,0,0,100,15000,15000.0
Güzeloba Mh.,85.0,75.0,2+1,2.0,Zemin Kat,2,Kombi (Doğalgaz),1.0,1,0,Yok,0,0,1,700,30000,22500.0
Muratpaşa Mh.,135.0,115.0,3+1,4.0,2,5-10 arası,Klima,2.0,1,1,Açık Otopark,0,0,0,200,20000,20000.0
Demircikara Mah.,130.0,110.0,3+1,4.0,1,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,17000,16000.0
Güzeloba Mh.,130.0,120.0,3+1,5.0,3,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,0,0,0,600,25000,25000.0
Güvenlik Mh.,125.0,110.0,2+1,3.0,3,16-20 arası,Yok,2.0,1,0,Yok,0,0,0,0,0,14000.0
Haşimişcan Mh.,105.0,100.0,2+1,7.0,7,21-25 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,85250.0
Kızıltoprak Mh.,110.0,90.0,3+1,4.0,Giriş Katı,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,0,23000,19500.0
Güzeloba Mh.,110.0,100.0,2+1,2.0,Bahçe Katı,0,Yerden Isıtma,2.0,1,1,Kapalı Otopark,1,1,0,0,100000,55000.0
Etiler Mah.,75.0,70.0,2+1,4.0,4,0,Klima,1.0,1,1,Açık Otopark,0,0,0,0,16000,16000.0
Bahçelievler Mh.,110.0,90.0,2+1,5.0,Yüksek Giriş,5-10 arası,Klima,2.0,1,1,Kapalı Otopark,1,0,0,200,21000,21000.0
Çağlayan Mh.,150.0,130.0,2+1,3.0,Bahçe Katı,5-10 arası,Klima,3.0,1,0,Açık Otopark,1,0,0,0,38000,200000.0
Güzeloba Mh.,145.0,130.0,3+1,9.0,6,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,400,25000,25000.0
Güzelbağ Mh.,180.0,160.0,4+1,1.0,Giriş Katı,11-15 arası,Güneş Enerjisi,2.0,1,0,Açık Otopark,0,0,0,0,0,13000.0
Gebizli Mah.,100.0,90.0,2+1,5.0,5,11-15 arası,Klima,1.0,1,1,Yok,0,0,0,50,12000,12000.0
Çağlayan Mh.,250.0,230.0,3+1,3.0,2,5-10 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,1,1,0,0,0,200000.0
Güzeloba Mh.,50.0,45.0,1+1,4.0,1,2,Klima,1.0,1,1,Kapalı Otopark,0,1,0,300,22000,22000.0
Çağlayan Mh.,200.0,180.0,3+1,8.0,6,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,1,0,300,60000,38000.0
Bahçelievler Mh.,240.0,220.0,4+1,4.0,4,1,Klima,3.0,1,1,Açık Otopark,1,0,0,0,50000,40000.0
Güzeloba Mh.,60.0,50.0,1+1,3.0,2,1,Klima,1.0,0,0,Yok,1,0,0,0,17000,17000.0
Fener Mah.,170.0,160.0,3+1,10.0,9,16-20 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,0,0,0,850,75000,75000.0
Bayındır Mh.,160.0,145.0,3+1,6.0,5,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,0,0,25000.0
Üçgen Mh.,145.0,135.0,3+1,4.0,2,21-25 arası,Klima,1.0,1,0,Yok,0,0,0,0,17000,16000.0
Güzeloba Mh.,55.0,48.0,1+1,2.0,1,4,Klima,1.0,0,0,Açık Otopark,1,0,0,0,500,15000.0
Güzeloba Mh.,145.0,130.0,3+1,2.0,2,5-10 arası,Klima,1.0,1,1,Yok,0,0,0,450,21000,21000.0
Kızılarık Mh.,280.0,250.0,6+1,4.0,4,5-10 arası,Klima,4.0,1,1,Açık Otopark,0,0,0,0,30000,30000.0
Şirinyalı Mh.,280.0,220.0,4+1,10.0,10,16-20 arası,Klima,3.0,1,1,Açık Otopark,1,0,0,0,0,33000.0
Güzeloba Mh.,200.0,170.0,4+1,3.0,3,16-20 arası,Kombi (Doğalgaz),2.0,1,0,Açık Otopark,1,1,0,700,0,120000.0
Soğuksu Mh.,65.0,50.0,1+1,4.0,4,26-30 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,11000,11000.0
Fener Mah.,95.0,90.0,2+1,10.0,6,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,500,25000,25000.0
Tahılpazarı Mh.,150.0,130.0,3+1,4.0,4,26-30 arası,Klima,1.0,1,1,Yok,0,0,0,0,20000,20000.0
Güzeloba Mh.,120.0,100.0,2+1,2.0,2,16-20 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,0,17000,16000.0
Konuksever Mah.,110.0,100.0,2+1,4.0,1,5-10 arası,Yok,2.0,1,1,Açık Otopark,1,0,1,0,0,18000.0
Güzeloba Mh.,55.0,50.0,1+1,3.0,Bahçe Katı,1,Klima,1.0,1,1,Açık Otopark,0,1,0,950,15000,15000.0
Çağlayan Mh.,120.0,110.0,2+1,7.0,4,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,1200,0,28000.0
Altındağ Mh.,125.0,115.0,2+1,4.0,3,21-25 arası,Klima,1.0,1,0,Yok,1,0,0,150,20000,17250.0
Soğuksu Mh.,80.0,75.0,1+1,4.0,Giriş Katı,31 ve üzeri,Kombi (Doğalgaz),1.0,1,0,Açık Otopark,1,0,0,100,15000,15000.0
Yüksekalan Mh.,40.0,35.0,1+1,4.0,3,5-10 arası,Klima,1.0,0,0,Yok,1,0,0,50,500,10750.0
Güzelbağ Mh.,80.0,75.0,2+0,3.0,Çatı Katı,11-15 arası,Klima,1.0,1,0,Yok,1,0,0,50,500,10750.0
Yenigöl Mh.,100.0,90.0,2+0,4.0,2,11-15 arası,Klima,1.0,1,0,Yok,1,0,0,50,500,12500.0
Konuksever Mah.,100.0,90.0,2+1,4.0,4,11-15 arası,Yok,1.0,1,0,Yok,0,0,0,0,12000,12000.0
Dutlubahçe Mh.,240.0,230.0,5+1,3.0,3,5-10 arası,Kombi (Doğalgaz),1.0,1,0,Açık Otopark,1,0,0,50,18000,18000.0
Gebizli Mah.,135.0,120.0,3+1,11.0,6,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,1,1,500,25000,15000.0
Güzeloba Mh.,115.0,110.0,3+1,7.0,4,16-20 arası,Klima,2.0,1,1,Açık Otopark,1,1,0,0,0,24700.0
Güzeloba Mh.,65.0,60.0,1+1,2.0,2,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,250,18000,18000.0
Kızılarık Mh.,100.0,90.0,2+1,4.0,4,3,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,18000.0
Şirinyalı Mh.,180.0,160.0,3+1,8.0,8,26-30 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,0,0,0,0,60000,53000.0
Güzeloluk Mh.,145.0,130.0,3+1,4.0,4,11-15 arası,Yok,3.0,1,1,Açık Otopark,0,0,0,750,25000,25000.0
Yenigün Mh.,140.0,135.0,3+1,5.0,3,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,1,0,0,0,15000.0
Sedir Mah.,125.0,120.0,3+1,5.0,5,11-15 arası,Klima,2.0,1,1,Açık Otopark,0,0,0,0,12000,12000.0
Bahçelievler Mh.,125.0,120.0,3+1,5.0,2,26-30 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,21700.0
Güzeloba Mh.,45.0,40.0,1+1,1.0,1,1,Klima,1.0,0,0,Açık Otopark,1,0,0,200,30000,15000.0
Güzeloba Mh.,80.0,70.0,2+1,6.0,Bahçe Katı,11-15 arası,Yok,1.0,1,1,Açık Otopark,0,1,0,900,22500,22500.0
Fener Mah.,80.0,70.0,2+1,2.0,Giriş Katı,11-15 arası,Klima,1.0,1,1,Yok,1,0,0,0,42000,21000.0
Soğuksu Mh.,130.0,120.0,3+1,4.0,2,21-25 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,100,13500,12500.0
Kızıltoprak Mh.,85.0,80.0,2+1,4.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,15000,15000.0
Güzeloba Mh.,85.0,65.0,1+1,3.0,Bahçe Katı,11-15 arası,Kombi (Doğalgaz),1.0,1,0,Açık Otopark,1,1,0,1000,20000,15000.0
Fener Mah.,110.0,105.0,2+1,4.0,2,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,2500,35000,33000.0
Kızılarık Mh.,80.0,75.0,2+1,1.0,Yüksek Giriş,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,1,50,25000,11000.0
Yüksekalan Mh.,165.0,140.0,3+1,7.0,6,16-20 arası,Yok,1.0,1,1,Açık Otopark,0,0,0,0,16000,16000.0
Güzeloba Mh.,105.0,90.0,2+1,2.0,Villa Tipi,21-25 arası,Klima,1.0,1,0,Açık Otopark,1,1,1,0,0,18000.0
Güzeloba Mh.,140.0,125.0,3+1,7.0,1,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,300,20000,25000.0
Kızıltoprak Mh.,80.0,70.0,2+1,4.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,0,15000.0
Haşimişcan Mh.,100.0,85.0,2+1,4.0,1,21-25 arası,Klima,1.0,1,1,Açık Otopark,1,0,1,50,19000,32000.0
Şirinyalı Mh.,160.0,145.0,3+1,2.0,2,26-30 arası,Klima,1.0,1,0,Yok,1,1,0,0,0,30000.0
Çağlayan Mh.,120.0,110.0,2+1,10.0,9,5-10 arası,Yerden Isıtma,2.0,1,1,Açık & Kapalı Otopark,0,1,0,3000,55000,55000.0
Gençlik Mh.,145.0,135.0,4+1,5.0,2,26-30 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,25000,25000.0
Şirinyalı Mh.,55.0,50.0,1+1,2.0,2,16-20 arası,Klima,1.0,1,0,Açık Otopark,1,0,1,0,10000,25000.0
Güzeloba Mh.,210.0,200.0,4+1,9.0,1,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,0,0,0,0,38000.0
Şirinyalı Mh.,160.0,155.0,2+1,12.0,Bahçe Katı,16-20 arası,Klima,2.0,1,1,Açık & Kapalı Otopark,0,1,0,2000,45000,45000.0
Soğuksu Mh.,150.0,130.0,3+1,3.0,1,26-30 arası,Klima,1.0,1,0,Yok,0,0,0,100,15000,15000.0
Kızılarık Mh.,110.0,100.0,3+1,7.0,5,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,0,60000,20000.0
Sinan Mah.,100.0,90.0,2+1,5.0,3,5-10 arası,Klima,2.0,1,1,Açık Otopark,1,0,0,0,75000,25000.0
Fener Mah.,100.0,75.0,2+1,4.0,1,21-25 arası,Klima,1.0,1,0,Yok,1,0,0,0,22000,22000.0
Meydankavağı Mh.,180.0,170.0,3+1,10.0,7,16-20 arası,Klima,3.0,1,1,Açık Otopark,1,1,0,1000,30000,30000.0
Yeşilbahçe Mh.,60.0,48.0,1+1,8.0,Giriş Katı,11-15 arası,Klima,1.0,0,1,Açık & Kapalı Otopark,0,0,0,200,13500,13500.0
Çağlayan Mh.,160.0,150.0,3+1,10.0,4,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,1,0,0,0,32500.0
Güzeloba Mh.,90.0,85.0,2+1,4.0,Yüksek Giriş,11-15 arası,Klima,2.0,1,1,Açık Otopark,1,1,0,1000,35000,30000.0
Sedir Mah.,120.0,100.0,2+1,4.0,2,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,14000,12000.0
Kızılarık Mh.,135.0,130.0,3+1,4.0,4,0,Klima,1.0,1,1,Kapalı Otopark,0,0,0,150,16000,16000.0
Güzeloluk Mh.,115.0,110.0,2+1,7.0,2,11-15 arası,Klima,2.0,1,1,Açık Otopark,0,1,0,0,0,30000.0
Etiler Mah.,140.0,135.0,1+1,3.0,Yüksek Giriş,16-20 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,0,9500,15000.0
Güzeloba Mh.,100.0,95.0,2+1,2.0,1,3,Klima,2.0,1,0,Açık Otopark,1,1,0,1000,25000,30000.0
Demircikara Mah.,120.0,115.0,2+1,3.0,3,26-30 arası,Klima,1.0,1,0,Yok,0,0,0,50,35000,17500.0
Güzeloba Mh.,120.0,100.0,2+1,2.0,2,0,Yerden Isıtma,2.0,1,0,Açık Otopark,1,0,0,20,15000,27500.0
Gebizli Mah.,95.0,80.0,2+1,4.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,17000,17000.0
Bayındır Mh.,75.0,65.0,1+1,5.0,3,5-10 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,0,13000.0
Muratpaşa Mh.,95.0,90.0,2+1,4.0,2,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,200,16000,16000.0
Kızıltoprak Mh.,90.0,78.0,2+1,4.0,4,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,16000,14500.0
Yeşildere Mh.,135.0,125.0,3+1,4.0,2,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,13000,13000.0
Şirinyalı Mh.,85.0,75.0,2+1,5.0,1,5-10 arası,Klima,2.0,1,1,Yok,0,0,0,1000,0,19000.0
Bayındır Mh.,150.0,140.0,3+1,10.0,4,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,16000,17000.0
Selçuk Mh.,45.0,40.0,1+1,5.0,5,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,100,15000,15000.0
Yenigün Mh.,140.0,130.0,3+1,4.0,4,2,Kombi (Elektrik),1.0,1,1,Açık Otopark,1,0,0,0,0,26000.0
Yüksekalan Mh.,50.0,40.0,1+1,4.0,2,5-10 arası,Klima,1.0,0,0,Yok,1,0,0,0,500,10750.0
Yenigöl Mh.,100.0,90.0,2+0,4.0,Giriş Katı,0,Klima,1.0,1,0,Yok,1,0,0,50,500,10750.0
Zerdalilik Mah.,190.0,175.0,3+1,4.0,2,31 ve üzeri,Klima,1.0,1,0,Açık Otopark,0,0,0,300,30000,24000.0
Kızılarık Mh.,150.0,140.0,3+1,4.0,3,4,Klima,1.0,1,1,Açık & Kapalı Otopark,1,0,0,200,21000,21000.0
Altındağ Mh.,95.0,90.0,1+1,5.0,Yüksek Giriş,3,Klima,1.0,1,1,Açık Otopark,0,0,0,0,0,14000.0
Çağlayan Mh.,95.0,90.0,2+1,2.0,1,11-15 arası,Klima,2.0,1,0,Yok,0,0,0,0,28000,28000.0
Yeşilbahçe Mh.,190.0,180.0,3+1,9.0,5,21-25 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,0,0,0,1100,30000,30000.0
Konuksever Mah.,100.0,90.0,2+1,3.0,3,5-10 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,100,20000,20000.0
Güzeloba Mh.,85.0,80.0,2+1,2.0,2,5-10 arası,Klima,2.0,1,0,Açık Otopark,1,1,0,1200,50000,25000.0
Sinan Mah.,125.0,120.0,3+1,5.0,3,21-25 arası,Klima,1.0,1,0,Yok,0,0,0,0,14500,13000.0
Kışla Mh.,65.0,60.0,1+1,4.0,2,5-10 arası,Klima,1.0,0,1,Yok,1,0,0,0,0,14800.0
Güzeloba Mh.,45.0,40.0,1+1,1.0,Yüksek Giriş,1,Klima,1.0,1,0,Açık Otopark,1,0,0,200,30000,15000.0
Güzeloba Mh.,60.0,50.0,1+1,3.0,Bahçe Katı,2,Klima,1.0,1,1,Kapalı Otopark,1,1,0,0,0,20000.0
Soğuksu Mh.,60.0,50.0,1+1,6.0,3,4,Kombi (Doğalgaz),1.0,1,1,Yok,1,0,1,1,20000,18900.0
Yüksekalan Mh.,70.0,65.0,1+1,7.0,3,21-25 arası,Klima,1.0,0,1,Yok,1,0,1,100,30000,14500.0
Gençlik Mh.,250.0,220.0,4+1,6.0,3,11-15 arası,Yerden Isıtma,2.0,1,1,Kapalı Otopark,0,0,0,0,180000,90000.0
Güzeloba Mh.,105.0,100.0,2+1,3.0,3,5-10 arası,Klima,1.0,1,1,Kapalı Otopark,1,1,0,500,27500,27500.0
Varlık Mh.,130.0,120.0,3+1,7.0,1,26-30 arası,Klima,1.0,1,1,Yok,0,0,1,0,20500,20500.0
Topçular Mh.,55.0,50.0,1+1,8.0,5,0,Klima,1.0,1,1,Açık Otopark,1,0,0,1250,17000,17000.0
Güzeloba Mh.,110.0,100.0,2+1,3.0,3,21-25 arası,Klima,1.0,1,0,Yok,1,0,0,100,22000,22000.0
Güzeloba Mh.,65.0,60.0,1+1,8.0,1,5-10 arası,Klima,1.0,0,1,Açık Otopark,0,1,0,1000,16000,16000.0
Kızılarık Mh.,140.0,130.0,3+1,4.0,2,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,0,200,15000,18500.0
Memurevleri Mah.,150.0,140.0,3+1,8.0,6,26-30 arası,Yok,1.0,1,1,Yok,0,0,0,0,0,15000.0
Güzeloba Mh.,135.0,130.0,3+1,2.0,1,5-10 arası,Klima,1.0,1,0,Yok,0,0,0,150,20000,20000.0
Meydankavağı Mh.,130.0,105.0,3+1,9.0,9,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,600,65000,21500.0
Demircikara Mah.,70.0,65.0,2+1,3.0,Bahçe Katı,26-30 arası,Yok,1.0,0,0,Yok,0,0,0,50,24000,12000.0
Bahçelievler Mh.,240.0,230.0,4+1,5.0,5,1,Klima,3.0,1,1,Açık Otopark,1,1,1,0,80000,40000.0
Gençlik Mh.,110.0,100.0,2+1,4.0,3,26-30 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,20000,20000.0
Gebizli Mah.,90.0,85.0,2+1,4.0,4,5-10 arası,Klima,1.0,1,0,Yok,0,0,0,50,12000,12000.0
Varlık Mh.,120.0,110.0,2+1,5.0,1,21-25 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,30000,15000.0
Zerdalilik Mah.,83.0,75.0,2+1,3.0,1,0,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,1,0,0,0,0,30000.0
Çağlayan Mh.,165.0,150.0,3+1,6.0,4,5-10 arası,Kombi (Doğalgaz),2.0,1,1,Açık Otopark,1,1,0,0,110000,55000.0
Gebizli Mah.,100.0,90.0,2+1,4.0,3,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,0,14000.0
Kızılarık Mh.,110.0,100.0,2+1,4.0,Yüksek Giriş,2,Klima,1.0,1,1,Açık Otopark,0,0,0,100,20000,16000.0
Cumhuriyet Mah.,140.0,130.0,3+1,5.0,4,21-25 arası,Yok,1.0,1,0,Açık Otopark,0,0,0,0,12000,12000.0
Şirinyalı Mh.,165.0,145.0,3+1,4.0,2,21-25 arası,Kombi (Doğalgaz),2.0,1,0,Açık Otopark,1,0,0,200,26500,26500.0
Yeşilbahçe Mh.,85.0,75.0,2+1,8.0,Giriş Katı,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,0,0,20000.0
Meydankavağı Mh.,70.0,65.0,2+1,4.0,Giriş Katı,5-10 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,0,0,14500.0
Çağlayan Mh.,100.0,90.0,2+1,3.0,2,0,Kombi (Doğalgaz),1.0,1,0,Açık Otopark,1,0,0,0,0,55000.0
Yenigün Mh.,145.0,125.0,3+1,3.0,3,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,15000,14500.0
Güzeloba Mh.,90.0,80.0,2+1,2.0,1,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,1,0,650,21000,21000.0
Altındağ Mh.,35.0,30.0,1+1,4.0,Giriş Katı,26-30 arası,Klima,1.0,0,0,Yok,0,0,0,0,22000,11000.0
Güzeloba Mh.,220.0,195.0,4+1,7.0,7,21-25 arası,Merkezi,3.0,1,1,Açık Otopark,1,1,0,0,0,72000.0
Meltem Mah.,140.0,130.0,3+1,8.0,2,21-25 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,500,44000,22000.0
Çağlayan Mh.,395.0,370.0,5+2,4.0,4,11-15 arası,Kombi (Doğalgaz),4.0,1,1,Açık Otopark,1,0,1,75,100000,40000.0
Meydankavağı Mh.,180.0,160.0,3+1,4.0,2,11-15 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,50,30000,30000.0
Varlık Mh.,45.0,40.0,1+1,4.0,Zemin Kat,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,30,12000,12000.0
Meydankavağı Mh.,140.0,130.0,3+1,4.0,2,11-15 arası,Klima,2.0,1,0,Açık Otopark,1,0,0,0,0,19500.0
Yenigün Mh.,110.0,100.0,2+1,4.0,1,2,Klima,2.0,1,1,Kapalı Otopark,1,1,0,500,40000,25000.0
Güzeloba Mh.,115.0,100.0,2+1,3.0,3,5-10 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,1,1,0,0,0,55000.0
Kırcami Mh.,260.0,250.0,3+1,10.0,5,11-15 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,25000,25000.0
Meltem Mah.,80.0,70.0,2+1,15.0,10,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,0,0,15000.0
Deniz Mah.,180.0,170.0,3+1,5.0,3,5-10 arası,Kombi (Doğalgaz),3.0,1,1,Açık Otopark,1,0,0,500,80000,50000.0
Bayındır Mh.,160.0,150.0,3+1,7.0,3,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,200,25000,25000.0
Güzeloba Mh.,100.0,75.0,2+1,3.0,2,5-10 arası,Klima,1.0,1,1,Kapalı Otopark,1,1,0,1100,80000,25000.0
Şirinyalı Mh.,175.0,150.0,3+1,5.0,3,16-20 arası,Yok,2.0,1,1,Açık Otopark,0,1,0,1000,100000,55000.0
Çağlayan Mh.,90.0,85.0,2+1,13.0,9,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,1,0,1600,25000,20000.0
Çağlayan Mh.,196.0,190.0,3+1,6.0,2,11-15 arası,Kombi (Doğalgaz),2.0,1,1,Kapalı Otopark,0,0,0,0,60000,60000.0
Güzeloba Mh.,55.0,40.0,1+1,2.0,Yüksek Giriş,0,Kombi (Doğalgaz),1.0,1,1,Yok,1,0,0,0,20000,20000.0
Altındağ Mh.,120.0,115.0,3+1,4.0,1,26-30 arası,Klima,1.0,1,1,Açık Otopark,1,0,1,0,25000,15000.0
Kızılarık Mh.,70.0,60.0,2+1,4.0,Yüksek Giriş,16-20 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,50,15000,15000.0
Şirinyalı Mh.,250.0,220.0,3+1,2.0,Çatı Katı,16-20 arası,Klima,2.0,1,0,Yok,0,0,0,0,60000,30000.0
Kızıltoprak Mh.,155.0,145.0,3+1,5.0,1,5-10 arası,Klima,2.0,1,1,Açık Otopark,1,0,0,0,23000,27000.0
Çağlayan Mh.,65.0,60.0,1+1,2.0,2,21-25 arası,Klima,1.0,0,0,Yok,0,0,0,75,25000,25000.0
Gebizli Mah.,75.0,70.0,2+1,4.0,Yüksek Giriş,5-10 arası,Klima,1.0,0,1,Açık Otopark,1,0,0,0,14000,14000.0
Güzeloba Mh.,150.0,130.0,4+1,3.0,1,3,Kombi (Doğalgaz),2.0,1,0,Yok,0,0,0,0,25000,25000.0
Konuksever Mah.,75.0,65.0,2+0,3.0,Yüksek Giriş,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,11000,11000.0
Sedir Mah.,95.0,85.0,2+1,5.0,Yüksek Giriş,5-10 arası,Klima,1.0,0,1,Açık Otopark,0,0,0,0,11000,12000.0
Çağlayan Mh.,80.0,60.0,1+1,2.0,1,5-10 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,0,0,30000.0
Güzeloba Mh.,165.0,145.0,3+1,4.0,1,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,1,100,0,46000.0
Güzeloba Mh.,100.0,90.0,2+1,9.0,3,16-20 arası,Klima,1.0,1,1,Açık Otopark,1,0,0,0,19000,19000.0
Altındağ Mh.,105.0,90.0,2+1,5.0,2,31 ve üzeri,Klima,1.0,1,0,Yok,0,0,0,0,0,12750.0
Yüksekalan Mh.,100.0,90.0,2+1,3.0,3,0,Klima,1.0,1,1,Açık & Kapalı Otopark,0,1,0,0,0,20000.0
Çağlayan Mh.,170.0,160.0,3+1,4.0,1,21-25 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,150,22000,20000.0
Bayındır Mh.,145.0,130.0,3+1,4.0,3,21-25 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,100,18000,18000.0
Güzeloba Mh.,115.0,105.0,2+1,2.0,1,5-10 arası,Klima,2.0,1,1,Kapalı Otopark,0,1,0,1500,33000,33000.0
Üçgen Mh.,120.0,100.0,3+1,5.0,Giriş Katı,26-30 arası,Klima,1.0,1,0,Yok,1,0,0,100,16000,16000.0
Yeşilbahçe Mh.,195.0,185.0,3.5+1,10.0,5,16-20 arası,Kombi (Doğalgaz),2.0,1,1,Açık & Kapalı Otopark,1,1,0,1100,85000,42000.0
Güzeloba Mh.,175.0,160.0,3+1,12.0,6,21-25 arası,Kombi (Doğalgaz),1.0,1,1,Açık & Kapalı Otopark,0,1,0,0,50000,29000.0
Çağlayan Mh.,175.0,160.0,3+1,4.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,1,0,0,0,25000.0
Güzeloba Mh.,85.0,80.0,1+1,9.0,3,11-15 arası,Kat Kaloriferi,1.0,1,1,Açık Otopark,1,1,0,0,32000,32000.0
Yeşilbahçe Mh.,240.0,220.0,4+1,4.0,4,16-20 arası,Klima,3.0,1,1,Açık Otopark,0,0,0,0,25000,25000.0
Konuksever Mah.,80.0,70.0,2+1,5.0,2,0,Klima,1.0,1,1,Açık Otopark,0,0,0,200,15000,15000.0
